document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,"After their tryst, what does One-Two give to Stella?",The painting.,the painting,"After their tryst , what does One-Two give to Stella ?",The painting .,the painting
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,Who is the leader of the Wild Bunch?,One-Two.,One-Two,Who is the leader of the Wild Bunch ?,One-Two .,One-Two
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,Who orders Lenny's execution?,Archy.,Archy,Who orders Lenny s execution ?,Archy .,Archy
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,Who proposes to Stella?,Uri.,Uri.,Who proposes to Stella ?,Uri .,Uri .
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,How does Lenny die?,Archy has Lenny drowned and fed to the crayfish.,Lenny drowns.,How does Lenny die ?,Archy has Lenny drowned and fed to the crayfish .,Lenny drowns .
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,What gang is Handsome Bob a member of?,The Wild Bunch.,Wild Bunch,What gang is Handsome Bob a member of ?,The Wild Bunch .,Wild Bunch
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,"Why does Uri need 7,000,000 Euro?",To fund a crooked land deal.,As payment to Lenny for a crooked land deal.,"Why does Uri need 7,000,000 Euro ?",To fund a crooked land deal .,As payment to Lenny for a crooked land deal .
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,Why is it ironic that Archy gives Uri's lucky painting to Johnny?,Because Johnny originally stole the painting.,Because Johnny had originally stolen the painting from Lenny who had been loned the painting by Uri as a sign of friendship.,Why is it ironic that Archy gives Uri s lucky painting to Johnny ?,Because Johnny originally stole the painting .,Because Johnny had originally stolen the painting from Lenny who had been loned the painting by Uri as a sign of friendship .
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,What alerted Archy to Lenny's double-dealing with police?,He saw the fake name of Sydney Shaw he knew was used by Lenny on police informant documents.,Lenny,What alerted Archy to Lenny s double-dealing with police ?,He saw the fake name of Sydney Shaw he knew was used by Lenny on police informant documents .,Lenny
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,Who is Stella?,Stella is Uri's accountant and the object of his affection.,She is Uri's accountant,Who is Stella ?,Stella is Uri s accountant and the object of his affection .,She is Uri s accountant
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,Why does Archy kill Lenny?,Archy figures out that it was Lenny who arranged to have Archy do prison time.,He found out Lenny was arranged to have him locked up.,Why does Archy kill Lenny ?,Archy figures out that it was Lenny who arranged to have Archy do prison time .,He found out Lenny was arranged to have him locked up .
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,Who sold the painting to Cookie?,Cookie bought the painting from the crackheads who stole it from Johnny.,crackheads,Who sold the painting to Cookie ?,Cookie bought the painting from the crackheads who stole it from Johnny .,crackheads
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,How did Stella obtain the picture?,Stella was given the picture in thanks for sex by the leader of the Wild Bunch.,from One-Two,How did Stella obtain the picture ?,Stella was given the picture in thanks for sex by the leader of the Wild Bunch .,from One-Two
36cdfca4aa4ecf0692b4c17f8fdc5c22dcf4d2e5,test,How does Uri know he's been doublecrossed by Stella?,He sees his painting on the wall at her house.,Uri finds the painting at Stella's home.,How does Uri know he s been doublecrossed by Stella ?,He sees his painting on the wall at her house .,Uri finds the painting at Stella s home .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,What medical condition did Whale continue to suffer from?,Strokes,repeated strokes,What medical condition did Whale continue to suffer from ?,Strokes,repeated strokes
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,What job was Boone hired to do for Whale?,Gardener,To be his gardener.,What job was Boone hired to do for Whale ?,Gardener,To be his gardener .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,"Who are the two ""monsters"" mentioned in the story?",Boris Karloff and Elsa Lanchester,Boris Karloff and Elsa Lanchester,Who are the two monsters mentioned in the story ?,Boris Karloff and Elsa Lanchester,Boris Karloff and Elsa Lanchester
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,What is Boone's son's name?,Michael,Michael.,What is Boone s son s name ?,Michael,Michael .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,"Who hosted the party, mentioned in the story, for Princess Margaret?",George Cukor,George Cukor,"Who hosted the party , mentioned in the story , for Princess Margaret ?",George Cukor,George Cukor
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,What happens at Princess Margaret's party that is an excuse for Whale and Boone to leave?,A rain storm,A sudden rainstorm.,What happens at Princess Margaret s party that is an excuse for Whale and Boone to leave ?,A rain storm,A sudden rainstorm .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,Who is Whale's longtime housemaid?,Hanna,Hanna.,Who is Whale s longtime housemaid ?,Hanna,Hanna .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,What pieces of work did Whale famously direct?,Frankenstein and Bride of Frankenstein,The Bride of Frankenstein.,What pieces of work did Whale famously direct ?,Frankenstein and Bride of Frankenstein,The Bride of Frankenstein .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,What did Boone do to help Whale?,Pose for his drawings,gardener,What did Boone do to help Whale ?,Pose for his drawings,gardener
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,After Whale and Boone's disagreement where did Hanna find Whale?,Dead in the pool,Dead in his pool.,After Whale and Boone s disagreement where did Hanna find Whale ?,Dead in the pool,Dead in his pool .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,What is James Whale's claim to fame? ,He was the director of the films Frankenstein and Bride of Frankenstein,He directed Frankenstein and Bride of Frankenstein.,What is James Whale s claim to fame ?,He was the director of the films Frankenstein and Bride of Frankenstein,He directed Frankenstein and Bride of Frankenstein .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,Who is Clayton Boone to James at the beginning of the story? ,He is his gardener. ,His gardener.,Who is Clayton Boone to James at the beginning of the story ?,He is his gardener .,His gardener .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,How did James Whale sign his drawing of Frankenstein that he gave to Clayton? ,To Clayton. Friend? ,"With ""To Clayton. Friend?""",How did James Whale sign his drawing of Frankenstein that he gave to Clayton ?,To Clayton . Friend ?,With To Clayton . Friend ?
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,What did Clayton's friends think were James' intentions with Clayton? ,He just wanted to get him into bed.,sexual,What did Clayton s friends think were James ' intentions with Clayton ?,He just wanted to get him into bed .,sexual
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,What did Clayton do when James detailed his past sexual exploits?,He stormed out and then later made him agree to never speak of his homosexuality to him again. ,He stormed out.,What did Clayton do when James detailed his past sexual exploits ?,He stormed out and then later made him agree to never speak of his homosexuality to him again .,He stormed out .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,Why was Clayton uncomfortable with his friendship with James? ,Because he was a known homosexual. ,James was gay and Clayton was straight; unsure as to what James' intentions with their friendship may be should he want it to become more.,Why was Clayton uncomfortable with his friendship with James ?,Because he was a known homosexual .,James was gay and Clayton was straight ; unsure as to what James ' intentions with their friendship may be should he want it to become more .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,What causes James' depression at the beginning of the story? ,He misses his fame and glory days and he's getting older. ,"Realizing that his life, attractiveness and health are all slipping away.",What causes James ' depression at the beginning of the story ?,He misses his fame and glory days and he s getting older .,"Realizing that his life , attractiveness and health are all slipping away ."
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,How did James feel after he and Boone attended the party for Princess Margaret? ,More depressed.,James felt depressed.,How did James feel after he and Boone attended the party for Princess Margaret ?,More depressed .,James felt depressed .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,How did Boone react when James' finally made a sexual advance? ,He was very angry and physically attacked him.,He got angry and attacked James.,How did Boone react when James ' finally made a sexual advance ?,He was very angry and physically attacked him .,He got angry and attacked James .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,Why did James ask Clayton to kill him? ,To put him out of his misery. ,to end his torment,Why did James ask Clayton to kill him ?,To put him out of his misery .,to end his torment
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,Who does Whale live with?,His housekeeper Hanna.,Hanna,Who does Whale live with ?,His housekeeper Hanna .,Hanna
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,What war was Whale in?,World War One.,World War I,What war was Whale in ?,World War One .,World War I
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,Who poses for Whale's sketches?,"His Gardener, Clayton Boone.",Clayton Boone.,Who poses for Whale s sketches ?,"His Gardener , Clayton Boone .",Clayton Boone .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,Who hosts the party Boone and Whale go to?,George Cukor.,George Cukor,Who hosts the party Boone and Whale go to ?,George Cukor .,George Cukor
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,What does Boone wear when his clothes get wet?,A towel.,A towel wrapped around his waist.,What does Boone wear when his clothes get wet ?,A towel .,A towel wrapped around his waist .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,Where does Whale kiss Boone?,His shoulder.,On his shoulder.,Where does Whale kiss Boone ?,His shoulder .,On his shoulder .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,Who does Whale ask to kill him?,Clayton Boone.,Clayton Boone.,Who does Whale ask to kill him ?,Clayton Boone .,Clayton Boone .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,What do Boone and his son watch on TV?,The Bride of Frankenstein.,The Bride of Frankenstein.,What do Boone and his son watch on TV ?,The Bride of Frankenstein .,The Bride of Frankenstein .
3753ff3da0842f8a1609e3cee8bb506c3b5b63f2,test,How does Boone prove to his son that he was friends with Whale?,He shows him a sketch of the monster.,"he shows him a signed picture with the word ""Friend?""",How does Boone prove to his son that he was friends with Whale ?,He shows him a sketch of the monster .,he shows him a signed picture with the word Friend ?
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Who does Indefor Jones want to leave his estate to in his will?,"Isabel Brodrick, his niece ",A male heir,Who does Indefor Jones want to leave his estate to in his will ?,"Isabel Brodrick , his niece",A male heir
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Who initially inherits the estate after Indefor Jones passes away?,"His nephew, Henry Jones",Henry ,Who initially inherits the estate after Indefor Jones passes away ?,"His nephew , Henry Jones",Henry
485b86c3ffec91e89fbc846985944adc0cf73c80,test,What secret is Henry trying to keep from being discovered?,A document that leaves the estate to Isabel,The will was changed ,What secret is Henry trying to keep from being discovered ?,A document that leaves the estate to Isabel,The will was changed
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Why doesn't Henry destroy the document he found?,He is afraid of the consequences he would face,He isn't evil enough to do so.,Why does n't Henry destroy the document he found ?,He is afraid of the consequences he would face,He is n't evil enough to do so .
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Who suspects that Henry is hiding something?,"Mr. Apjon, Indefors lawyer",The local newspaper.,Who suspects that Henry is hiding something ?,"Mr. Apjon , Indefors lawyer",The local newspaper .
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Why did Mr. Apjon want Henry to take legal action against the editor of the newspaper?,He suspected that Henry had information about Indefors will,Publishing libelous and insulting accounts.,Why did Mr. Apjon want Henry to take legal action against the editor of the newspaper ?,He suspected that Henry had information about Indefors will,Publishing libelous and insulting accounts .
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Who finds the updated will ? ,Mr. Apjon and Mr. Brodrick,Henry,Who finds the updated will ?,Mr. Apjon and Mr. Brodrick,Henry
485b86c3ffec91e89fbc846985944adc0cf73c80,test,What consequences did Henry face after the will was discovered? ,Because he did not destroy it he was allowed to return to his job and Isabel inherited the estate,He is allowed to return to his job in London and receives 4000 lbs,What consequences did Henry face after the will was discovered ?,Because he did not destroy it he was allowed to return to his job and Isabel inherited the estate,He is allowed to return to his job in London and receives 4000 lbs
485b86c3ffec91e89fbc846985944adc0cf73c80,test,What is the name of Indefor Jones' manor?,Llanfeare,Llanfeare.,What is the name of Indefor Jones ' manor ?,Llanfeare,Llanfeare .
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Why did Indefor Jones originally leave his estate to his nephew when he wanted to leave it to his niece?,His strong traditional beliefs were to leave is to the first male heir,Because that was tradition,Why did Indefor Jones originally leave his estate to his nephew when he wanted to leave it to his niece ?,His strong traditional beliefs were to leave is to the first male heir,Because that was tradition
485b86c3ffec91e89fbc846985944adc0cf73c80,test,How is Isabel Brodrick related to Indefer Jones?,She is his neice.,His niece.,How is Isabel Brodrick related to Indefer Jones ?,She is his neice .,His niece .
485b86c3ffec91e89fbc846985944adc0cf73c80,test,In what way do Indefer Jones' traditional beliefs influence him?,He feels his estate should be bequeathed to a male heir.,He wants to bequeath his estate to a male heir,In what way do Indefer Jones ' traditional beliefs influence him ?,He feels his estate should be bequeathed to a male heir .,He wants to bequeath his estate to a male heir
485b86c3ffec91e89fbc846985944adc0cf73c80,test,Who is Indefer Jones' only male relative?,"His nephew, Henry Jones.",His nephew Henry Jones,Who is Indefer Jones ' only male relative ?,"His nephew , Henry Jones .",His nephew Henry Jones
485b86c3ffec91e89fbc846985944adc0cf73c80,test,What does Henry do for a living?,He is a clerk in London.,London clerk.,What does Henry do for a living ?,He is a clerk in London .,London clerk .
485b86c3ffec91e89fbc846985944adc0cf73c80,test,What does Indefer suggest to Isabel as a solution to the inheritance dilemma?,That she marry her cousin Henry.,That she marry her cousin Henry who is the only male heir,What does Indefer suggest to Isabel as a solution to the inheritance dilemma ?,That she marry her cousin Henry .,That she marry her cousin Henry who is the only male heir
485b86c3ffec91e89fbc846985944adc0cf73c80,test,What are Isabel's feelings toward her cousin Henry?,She does not like him.,She cannot stand him.,What are Isabel s feelings toward her cousin Henry ?,She does not like him .,She can not stand him .
485b86c3ffec91e89fbc846985944adc0cf73c80,test,What does Indefer Jones do shortly before passing away?,He changes his will in favor of Isabel instead of Henry.,He changes his will. ,What does Indefer Jones do shortly before passing away ?,He changes his will in favor of Isabel instead of Henry .,He changes his will .
